PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
180717;Oficina de Atención al Ciudadano. Línea Madrid. Distrito de Arganzuela; Es una oficina del Ayuntamiento de Madrid donde puede informarse sobre la ciudad y realizar múltiples gestiones   (consulte gestiones que puede realizar ) , de forma cómoda y rápida. La red de oficinas de atención al ciudadano de Línea Madrid (26 oficinas repartidas por todos los distritos) mantiene un nivel de calidad de 500+  EFQM .  Cada Oficina de Atención al Ciudadano dispone de una oficina de registro. En información relacionada se indican los documentos que no pueden presentarse por registro del Ayuntamiento de Madrid.   Para su comodidad y evitarle esperas innecesarias hay una serie de gestiones, que por su extensión, se realizan con  cita previa . ; Laborables de lunes a jueves de 8:30 a 17 horas.  Viernes laborables y mes de agosto (de lunes a viernes) de 8:30 a 14 horas.  Cerrado los sábados y los dias 24 y 31 de diciembre.  Los sábados se mantiene abierta la  Oficina Central de Atención al Ciudadano  para registro de entrada de documentos. ; Instalación accesible para personas con discapacidad.    Horario de atención en otros idiomas : de 9 a 14 horas,  se atiende también inglés, francés y chino mandarín.   Horario de atención en lengua de signos:  de 9 a 17 horas   Zona wifi . ; Metro: Legazpi (líneas 3, 6)  Bus: 6 , 8 , 18 , 19 , 22 , 45 , 47 , 76 , 78 , 79 , 85 , 86 , 88 , 123 , 148 , 247 ;  Consulte las oficinas de Línea Madrid  ;1;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=67da8aa6bd91f010VgnVCM1000000b205a0aRCRD;CHOPERA;PASEO;V;10;;;;;MADRID;MADRID;28045;CHOPERA;ARGANZUELA;440824;4471863;403.933.877.847.248;-3.698.565.632.659.460;;;;/contenido/entidadesYorganismos/AyuntamientoMadrid/OficinasMunicipalesRegistro; 
180005;Oficina de Atención al Ciudadano. Línea Madrid. Distrito de Barajas; Es una oficina del Ayuntamiento de Madrid donde puede informarse sobre la ciudad y realizar múltiples gestiones   (consulte gestiones que puede realizar ) , de forma cómoda y rápida. La red de oficinas de atención al ciudadano de Línea Madrid (26 oficinas repartidas por todos los distritos) mantiene un nivel de calidad de 500+  EFQM .  Cada Oficina de Atención al Ciudadano dispone de una oficina de registro. En información relacionada se indican los documentos que no pueden presentarse por registro del Ayuntamiento de Madrid.  Para su comodidad y evitarle esperas innecesarias hay una serie de gestiones, que por su extensión, se realizan con  cita previa . ; Laborables de lunes a jueves de 8:30 a 17 horas.  Viernes laborables y mes de agosto (de lunes a viernes) de 8:30 a 14 horas.  Cerrado los sábados y los dias 24 y 31 de diciembre.  Los sábados se mantiene abierta la  Oficina Central de Atención al Ciudadano  para registro de entrada de documentos. ; Instalación accesible para personas con discapacidad.    Horario de atención en otros idiomas:  de 9 a 14 horas, se atiende también inglés y francés.   Horario de atención en lengua de signos:  de 9 a 17 horas.   Zona wifi  ; Metro: Barajas  Bus: 101 , 105 , 115 ; Consulte las oficinas de Línea Madrid ;1;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7a0b8aa6bd91f010VgnVCM1000000b205a0aRCRD;MERCURIO;PLAZA;V;1;;;;;MADRID;MADRID;28042;CASCO H.BARAJAS;BARAJAS;451135;4480825;4.047.479.357.890.760;-3.577.768.444.536.060;;;;/contenido/entidadesYorganismos/AyuntamientoMadrid/OficinasMunicipalesRegistro; 
4706011;Oficina de Atención al Ciudadano. Línea Madrid. Distrito de Carabanchel; Es una oficina del Ayuntamiento de Madrid donde puede informarse sobre la ciudad y realizar múltiples gestiones   (consulte gestiones que puede realizar ) , de forma cómoda y rápida. La red de oficinas de atención al ciudadano de Línea Madrid (26 oficinas repartidas por todos los distritos) mantiene un nivel de calidad de 500+  EFQM .  Cada Oficina de Atención al Ciudadano dispone de una oficina de registro. En información relacionada se indican los documentos que no pueden presentarse por registro del Ayuntamiento de Madrid.  Para su comodidad y evitarle esperas innecesarias hay una serie de gestiones, que por su extensión, se realizan con  cita previa . ; Laborables de lunes a jueves de 8:30 a 17 horas.  Viernes laborables y mes de agosto (de lunes a viernes) de 8:30 a 14 horas.  Cerrado los sábados y los dias 24 y 31 de diciembre.  Los sábados se mantiene abierta la  Oficina Central de Atención al Ciudadano  para registro de entrada de documentos. ; Instalación accesible para personas con discapacidad.    Horario de atención en otros idiomas:  de 9 a 14 horas,  se atiende también inglés, francés, chino mandarín, rumano y árabe.    Horario de atención en lengua de signos:  de 9 a 17 horas   Zona wifi  ; Metro: Vista Alegre  Bus: 17 , 34 , 35 ; Consulte las oficinas de Línea Madrid ;1;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9c8fa5a18b3c6110VgnVCM1000000b205a0aRCRD;PLAZA DE TOROS;AVENIDA;V;17;;;B;;MADRID;MADRID;28025;VISTA ALEGRE;CARABANCHEL;437304;4471044;40.385.751.879.834.000;-37.399.577.712.175.600;;;;/contenido/entidadesYorganismos/AyuntamientoMadrid/OficinasMunicipalesRegistro; 
5727898;Oficina de Atención al Ciudadano. Línea Madrid. Distrito de Centro; Es una oficina del Ayuntamiento de Madrid donde puede informarse sobre la ciudad y realizar múltiples gestiones   (consulte gestiones que puede realizar ) , de forma cómoda y rápida. La red de oficinas de atención al ciudadano de Línea Madrid (26 oficinas repartidas por todos los distritos) mantiene un nivel de calidad de 500+  EFQM .  Cada Oficina de Atención al Ciudadano dispone de una oficina de registro. En información relacionada se indican los documentos que no pueden presentarse por registro del Ayuntamiento de Madrid.  Para su comodidad y evitarle esperas innecesarias hay una serie de gestiones, que por su extensión, se realizan con  cita previa . ; Laborables de lunes a jueves de 8:30 a 17 horas.  Viernes laborables y mes de agosto (de lunes a viernes) de 8:30 a 14 horas.  Cerrado los sábados y los dias 24 y 31 de diciembre.  Los sábados se mantiene abierta la  Oficina Central de Atención al Ciudadano  para registro de entrada de documentos. ; Instalación dotada totalmente con medidas de accesibilidad y supresión de barreras en materia de discapacidad física y orgánica, visual y auditiva.    Horario de atención en otros idiomas:  de 9 a 14 horas, se atiende también inglés, francés, chino manderín y árabe.   Horario de atención en lengua de signos:  de 9 a 17 horas.   Zona wifi . ;Metro: Antón Martín; Consulte las oficinas de Línea Madrid ;1;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=70141da64ba49210VgnVCM1000000b205a0aRCRD;ATOCHA;CALLE;V;70;;;;;MADRID;MADRID;28012;EMBAJADORES;CENTRO;440910;4473875;4.041.151.901.471.160;-3.697.739.488.614.280;;;;/contenido/entidadesYorganismos/AyuntamientoMadrid/OficinasMunicipalesRegistro; 
182853;Oficina de Atención al Ciudadano. Línea Madrid. Distrito de Chamartín; Es una oficina del Ayuntamiento de Madrid donde puede informarse sobre la ciudad y realizar múltiples gestiones   (consulte gestiones que puede realizar ) , de forma cómoda y rápida. La red de oficinas de atención al ciudadano de Línea Madrid (26 oficinas repartidas por todos los distritos) mantiene un nivel de calidad de 500+  EFQM .  Cada Oficina de Atención al Ciudadano dispone de una oficina de registro. En información relacionada se indican los documentos que no pueden presentarse por registro del Ayuntamiento de Madrid.  Para su comodidad y evitarle esperas innecesarias hay una serie de gestiones, que por su extensión, se realizan con  cita previa . ; Laborables de lunes a jueves de 8:30 a 17 horas.  Viernes laborables y mes de agosto (de lunes a viernes) de 8:30 a 14 horas.  Cerrado los sábados y los dias 24 y 31 de diciembre.  Los sábados se mantiene abierta la  Oficina Central de Atención al Ciudadano  para registro de entrada de documentos. ; Instalación accesible para personas con discapacidad.    Horario de atención en otros idiomas:  de 9 a 14 horas, se atiende también inglés y francés.   Horario de atención en lengua de signos:  de 9 a 17 horas.   Zona wifi  ; Metro: Cruz del Rayo  Bus: 29 , 52 , 16 , 7 , 51 , 1 , 9 , 73 ; Consulte las oficinas de Línea Madrid ;1;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=614b8aa6bd91f010VgnVCM1000000b205a0aRCRD;PRINCIPE DE VERGARA;CALLE;V;142;;;;;MADRID;MADRID;28002;CIUDAD JARDIN;CHAMARTIN;442605;4477567;4.044.489.723.228.660;-36.780.972.922.453.600;;;;/contenido/entidadesYorganismos/AyuntamientoMadrid/OficinasMunicipalesRegistro; 
183012;Oficina de Atención al Ciudadano. Línea Madrid. Distrito de Chamberí; Es una oficina del Ayuntamiento de Madrid donde puede informarse sobre la ciudad y realizar múltiples gestiones   (consulte gestiones que puede realizar ) , de forma cómoda y rápida. La red de oficinas de atención al ciudadano de Línea Madrid (26 oficinas repartidas por todos los distritos) mantiene un nivel de calidad de 500+  EFQM .  Cada Oficina de Atención al Ciudadano dispone de una oficina de registro. En información relacionada se indican los documentos que no pueden presentarse por registro del Ayuntamiento de Madrid.  Para su comodidad y evitarle esperas innecesarias hay una serie de gestiones, que por su extensión, se realizan con  cita previa . ; Laborables de lunes a jueves de 8:30 a 17 horas.  Viernes laborables y mes de agosto (de lunes a viernes) de 8:30 a 14 horas.  Cerrado los sábados y los dias 24 y 31 de diciembre.  Los sábados se mantiene abierta la  Oficina Central de Atención al Ciudadano  para registro de entrada de documentos. ; Instalación dotada totalmente con medidas de accesibilidad y supresión de barreras en materia de discapacidad física y orgánica, visual y auditiva.   Horario de atención en otros idiomas:  de 9 a 14 horas, se atiende también inglés y francés.    Horario de atención en lengua de signos:  de 9 a 17 horas.   Zona wifi  ; Metro: Cuatro Caminos (líneas 1, 2, 6)  Bus: 3, 37, 45, 66, 124, 127, 128, 149, F, Circular ;  Consulte las oficinas de Línea Madrid  ;1;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=499b8aa6bd91f010VgnVCM1000000b205a0aRCRD;REINA VICTORIA;AVENIDA;V;7;;;;;MADRID;MADRID;28003;VALLEHERMOSO;CHAMBERI;440338;4477782;40.446.683.231.882.800;-37.048.363.430.688.800;;;;/contenido/entidadesYorganismos/AyuntamientoMadrid/OficinasMunicipalesRegistro; 
180078;Oficina de Atención al Ciudadano. Línea Madrid. Distrito de Ciudad Lineal; Es una oficina del Ayuntamiento de Madrid donde puede informarse sobre la ciudad y realizar múltiples gestiones   (consulte gestiones que puede realizar ) , de forma cómoda y rápida. La red de oficinas de atención al ciudadano de Línea Madrid (26 oficinas repartidas por todos los distritos) mantiene un nivel de calidad de 500+  EFQM .  Cada Oficina de Atención al Ciudadano dispone de una oficina de registro. En información relacionada se indican los documentos que no pueden presentarse por registro del Ayuntamiento de Madrid.  Para su comodidad y evitarle esperas innecesarias hay una serie de gestiones, que por su extensión, se realizan con  cita previa . ; Laborables de lunes a jueves de 8:30 a 17 horas.  Viernes laborables y mes de agosto (de lunes a viernes) de 8:30 a 14 horas.  Cerrado los sábados y los dias 24 y 31 de diciembre.  Los sábados se mantiene abierta la  Oficina Central de Atención al Ciudadano  para registro de entrada de documentos. ; Instalación dotada totalmente con medidas de accesibilidad y supresión de barreras en materia de discapacidad física y orgánica, visual y auditiva.    Horario de atención en otros idiomas:  de 9 a 14 horas, se atiende también inglés, francés y rumano.   Horario de atención en lengua de signos:  de 9 a 17 horas   Zona wifi  ; Metro: Ciudad Lineal (línea 5)  Bus: 4 , 38 , 48 , 70 , 77 , 105 , 109 ;  Consulte las oficinas de Línea Madrid  ;1;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=50eb8aa6bd91f010VgnVCM1000000b205a0aRCRD;HERMANOS GARCIA NOBLEJAS;CALLE;V;14-16;;;;;MADRID;MADRID;28037;PUEBLO NUEVO;CIUDAD LINEAL;446081;4476551;40.435.977.697.860.000;-36.370.244.805.015.100;;;;/contenido/entidadesYorganismos/AyuntamientoMadrid/OficinasMunicipalesRegistro; 
180291;Oficina de Atención al Ciudadano. Línea Madrid. Distrito de Fuencarral - El Pardo; Es una oficina del Ayuntamiento de Madrid donde puede informarse sobre la ciudad y realizar múltiples gestiones   (consulte gestiones que puede realizar ) , de forma cómoda y rápida. La red de oficinas de atención al ciudadano de Línea Madrid (26 oficinas repartidas por todos los distritos) mantiene un nivel de calidad de 500+  EFQM .  Cada Oficina de Atención al Ciudadano dispone de una oficina de registro. En información relacionada se indican los documentos que no pueden presentarse por registro del Ayuntamiento de Madrid.  Para su comodidad y evitarle esperas innecesarias hay una serie de gestiones, que por su extensión, se realizan con  cita previa . ; Laborables de lunes a jueves de 8:30 a 17 horas.  Viernes laborables y mes de agosto (de lunes a viernes) de 8:30 a 14 horas.  Cerrado los sábados y los dias 24 y 31 de diciembre.  Los sábados se mantiene abierta la  Oficina Central de Atención al Ciudadano  para registro de entrada de documentos. ; Instalación accesible para personas con discapacidad.    Horario de atención en otros idiomas:  de 9 a 14 horas, se atiende también inglés y francés.   Horario de atención en lengua de signos:  de 9 a 17 horas   Zona wifi  ; Metro: Barrio del Pilar (línea 9), Peñagrande (línea 7)  Bus: 49 , 83 , 126 , 128 , 132 , 137 ;  Consulte las oficinas de Línea Madrid  ;1;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=eb0c8aa6bd91f010VgnVCM1000000b205a0aRCRD;MONFORTE DE LEMOS;AVENIDA;V;40;;;;;MADRID;MADRID;28029;EL PILAR;FUENCARRAL-EL PARDO;439943;4481321;40.478.526.343.687.900;-3.709.841.173.334.440;;;;/contenido/entidadesYorganismos/AyuntamientoMadrid/OficinasMunicipalesRegistro; 
182794;Oficina de Atención al Ciudadano. Línea Madrid. Distrito de Hortaleza; Es una oficina del Ayuntamiento de Madrid donde puede informarse sobre la ciudad y realizar múltiples gestiones   (consulte gestiones que puede realizar ) , de forma cómoda y rápida. La red de oficinas de atención al ciudadano de Línea Madrid (26 oficinas repartidas por todos los distritos) mantiene un nivel de calidad de 500+  EFQM .  Cada Oficina de Atención al Ciudadano dispone de una oficina de registro. En información relacionada se indican los documentos que no pueden presentarse por registro del Ayuntamiento de Madrid.  Para su comodidad y evitarle esperas innecesarias hay una serie de gestiones, que por su extensión, se realizan con  cita previa . ; Laborables de lunes a jueves de 8:30 a 17 horas.  Viernes laborables y mes de agosto (de lunes a viernes) de 8:30 a 14 horas.  Cerrado los sábados y los dias 24 y 31 de diciembre.  Los sábados se mantiene abierta la  Oficina Central de Atención al Ciudadano  para registro de entrada de documentos. ; Instalación accesible para personas con discapacidad.    Horario de atención en otros idiomas:  de 9 a 14 horas, se atiende también inglés, francés y árabe.   Horario de atención en lengua de signos:  de 9 a 17 horas.   Zona wifi  ;Bus: 9 , 72 , 73;  Consulte las oficinas de Línea Madrid  ;1;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0a8c8aa6bd91f010VgnVCM1000000b205a0aRCRD;CANILLAS;CARRETERA;V;2;;;;;MADRID;MADRID;28043;CANILLAS;HORTALEZA;444396;4479562;4.046.299.114.016.900;-36.571.542.769.919.400;;;;/contenido/entidadesYorganismos/AyuntamientoMadrid/OficinasMunicipalesRegistro; 
181203;Oficina de Atención al Ciudadano. Línea Madrid. Distrito de Latina; Es una oficina del Ayuntamiento de Madrid donde puede informarse sobre la ciudad y realizar múltiples gestiones   (consulte gestiones que puede realizar ) , de forma cómoda y rápida. La red de oficinas de atención al ciudadano de Línea Madrid (26 oficinas repartidas por todos los distritos) mantiene un nivel de calidad de 500+  EFQM .  Cada Oficina de Atención al Ciudadano dispone de una oficina de registro. En información relacionada se indican los documentos que no pueden presentarse por registro del Ayuntamiento de Madrid.  Para su comodidad y evitarle esperas innecesarias hay una serie de gestiones, que por su extensión, se realizan con  cita previa . ; Laborables de lunes a jueves de 8:30 a 17 horas.  Viernes laborables y mes de agosto (de lunes a viernes) de 8:30 a 14 horas.  Cerrado los sábados y los dias 24 y 31 de diciembre.  Los sábados se mantiene abierta la  Oficina Central de Atención al Ciudadano  para registro de entrada de documentos. ; Instalación accesible para personas con discapacidad.    Horario de atención en otros idiomas:  de 9 a 14 horas, se atiende también inglés, francés, chino mandarín, rumano y árabe.   Horario de atención en lengua de signos:  de 9 a 17 horas.   Zona wifi  ; Metro: Aluche (línea 5)  Bus: 17 , 139 , H , 121 , 131 , 155  Renfe: Fanjul , Aluche ;  Consulte las oficinas de Línea Madrid  ;1;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8bcc8aa6bd91f010VgnVCM1000000b205a0aRCRD;GENERAL FANJUL;AVENIDA;V;2;;;;;MADRID;MADRID;28044;LAS AGUILAS;LATINA;435243;4470971;4.038.493.634.769.680;-3.764.230.286.224.530;;;;/contenido/entidadesYorganismos/AyuntamientoMadrid/OficinasMunicipalesRegistro; 
4618663;Oficina de Atención al Ciudadano. Línea Madrid. Distrito de Moncloa - Aravaca; Es una oficina del Ayuntamiento de Madrid donde puede informarse sobre la ciudad y realizar múltiples gestiones   (consulte gestiones que puede realizar ) , de forma cómoda y rápida. La red de oficinas de atención al ciudadano de Línea Madrid (26 oficinas repartidas por todos los distritos) mantiene un nivel de calidad de 500+  EFQM .  Cada Oficina de Atención al Ciudadano dispone de una oficina de registro. En información relacionada se indican los documentos que no pueden presentarse por registro del Ayuntamiento de Madrid.  Para su comodidad y evitarle esperas innecesarias hay una serie de gestiones, que por su extensión, se realizan con  cita previa . ; Laborables de lunes a jueves de 8:30 a 17 horas.  Viernes laborables y mes de agosto (de lunes a viernes) de 8:30 a 14 horas.  Cerrado los sábados y los dias 24 y 31 de diciembre.  Los sábados se mantiene abierta la  Oficina Central de Atención al Ciudadano  para registro de entrada de documentos. ; Instalación accesible para personas con discapacidad.    Horario de atención en otros idiomas:  de 9 a 14 horas,  se atiende también inglés y francés.   Horario de atención en lengua de signos:  de 9 a 17 horas   Zona Wifi  ; Metro: Moncloa (líneas 3, 6)  Bus: 1 , 16 , 44 , 61 , 82 , 83 , 132 , 133 , 160 , 161 , 162 , A, C1 ;  Consulte las oficinas de Línea Madrid  ;1;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1d6607151bcf3110VgnVCM1000000b205a0aRCRD;MONCLOA;PLAZA;V;1;;;;;MADRID;MADRID;28008;ARGUELLES;MONCLOA-ARAVACA;439138;4476517;4.043.519.137.700.080;-3.718.876.324.432.250;;;;/contenido/entidadesYorganismos/AyuntamientoMadrid/OficinasMunicipalesRegistro; 
180014;Oficina de Atención al Ciudadano. Línea Madrid. Distrito de Moratalaz; Es una oficina del Ayuntamiento de Madrid donde puede informarse sobre la ciudad y realizar múltiples gestiones   (consulte gestiones que puede realizar ) , de forma cómoda y rápida. La red de oficinas de atención al ciudadano de Línea Madrid (26 oficinas repartidas por todos los distritos) mantiene un nivel de calidad de 500+  EFQM .  Cada Oficina de Atención al Ciudadano dispone de una oficina de registro. En información relacionada se indican los documentos que no pueden presentarse por registro del Ayuntamiento de Madrid.  Para su comodidad y evitarle esperas innecesarias hay una serie de gestiones, que por su extensión, se realizan con  cita previa . ; Laborables de lunes a jueves de 8:30 a 17 horas.  Viernes laborables y mes de agosto (de lunes a viernes) de 8:30 a 14 horas.  Cerrado los sábados y los dias 24 y 31 de diciembre.  Los sábados se mantiene abierta la  Oficina Central de Atención al Ciudadano  para registro de entrada de documentos. ; Instalación accesible para personas con discapacidad.    Horario de atención en otros idiomas:  de 9 a 14 horas, se atiende también inglés y francés.   Horario de atención en lengua de signos:  de 9 a 17 horas.   Zona Wifi  ; Metro: Pavones (línea 9)  Bus: 8 , 20 , 71 , 100 , 140 , 142 , 144 ;  Consulte las oficinas de Línea Madrid  ;1;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7e5d8aa6bd91f010VgnVCM1000000b205a0aRCRD;FUENTE CARRANTONA;CALLE;V;8;;;;;MADRID;MADRID;28030;PAVONES;MORATALAZ;446062;4472402;4.039.859.980.911.480;-36.368.959.356.337.200;;;;/contenido/entidadesYorganismos/AyuntamientoMadrid/OficinasMunicipalesRegistro; 
182199;Oficina de Atención al Ciudadano. Línea Madrid. Distrito de Puente de Vallecas; Es una oficina del Ayuntamiento de Madrid donde puede informarse sobre la ciudad y realizar múltiples gestiones   (consulte gestiones que puede realizar ) , de forma cómoda y rápida. La red de oficinas de atención al ciudadano de Línea Madrid (26 oficinas repartidas por todos los distritos) mantiene un nivel de calidad de 500+  EFQM .  Cada Oficina de Atención al Ciudadano dispone de una oficina de registro. En información relacionada se indican los documentos que no pueden presentarse por registro del Ayuntamiento de Madrid.  Para su comodidad y evitarle esperas innecesarias hay una serie de gestiones, que por su extensión, se realizan con  cita previa . ; Laborables de lunes a jueves de 8:30 a 17 horas.  Viernes laborables y mes de agosto (de lunes a viernes) de 8:30 a 14 horas.  Cerrado los sábados y los dias 24 y 31 de diciembre.  Los sábados se mantiene abierta la  Oficina Central de Atención al Ciudadano  para registro de entrada de documentos. ; Instalación accesible para personas con discapacidad.    Horario de atención en otros idiomas:  de 9 a 14 horas, se atiende también inglés, francés, chino mandarín, rumano y árabe.   Horario de atención en lengua de signos : de 9 a 17 horas   Zona wifi  ; Metro: Nueva Numancia (línea 1), Puente de Vallecas (línea 1)  Bus: 10 , 24 , 54 , 57 , 58 , 111 , 310 , 410 ;  Consulte las oficinas de Línea Madrid  ;1;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0ced8aa6bd91f010VgnVCM1000000b205a0aRCRD;ALBUFERA;AVENIDA;V;42;;;;;MADRID;MADRID;28038;SAN DIEGO;PUENTE DE VALLECAS;443562;4472203;4.039.664.109.245.880;-36.663.361.506.752.000;;;;/contenido/entidadesYorganismos/AyuntamientoMadrid/OficinasMunicipalesRegistro; 
180011;Oficina de Atención al Ciudadano. Línea Madrid. Distrito de Retiro; Es una oficina del Ayuntamiento de Madrid donde puede informarse sobre la ciudad y realizar múltiples gestiones   (consulte gestiones que puede realizar ) , de forma cómoda y rápida. La red de oficinas de atención al ciudadano de Línea Madrid (26 oficinas repartidas por todos los distritos) mantiene un nivel de calidad de 500+  EFQM .  Cada Oficina de Atención al Ciudadano dispone de una oficina de registro. En información relacionada se indican los documentos que no pueden presentarse por registro del Ayuntamiento de Madrid.  Para su comodidad y evitarle esperas innecesarias hay una serie de gestiones, que por su extensión, se realizan con  cita previa . ; Laborables de lunes a jueves de 8:30 a 17 horas.  Viernes laborables y mes de agosto (de lunes a viernes) de 8:30 a 14 horas.  Cerrado los sábados y los dias 24 y 31 de diciembre.  Los sábados se mantiene abierta la  Oficina Central de Atención al Ciudadano  para registro de entrada de documentos. ; Instalación accesible para personas con discapacidad.    Horario de atención en otros idiomas:  de 9 a 14 horas, se atiende también inglés y francés.   Horario de atención en lengua de signos:  de 9 a 17 horas.   Zona wifi . ; Metro: Pacífico (líneas 1, 6)  Bus: 8 , 10 , 24 , 37 , 54 , 56 , 57 , 141 ;  Consulte las oficinas de Línea Madrid  ;1;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a74e8aa6bd91f010VgnVCM1000000b205a0aRCRD;CIUDAD DE BARCELONA;AVENIDA;V;162;;;;;MADRID;MADRID;28007;PACIFICO;RETIRO;442637;4472845;4.040.236.125.879.460;-36.772.931.748.500.200;;;;/contenido/entidadesYorganismos/AyuntamientoMadrid/OficinasMunicipalesRegistro; 
180854;Oficina de Atención al Ciudadano. Línea Madrid. Distrito de Salamanca; Es una oficina del Ayuntamiento de Madrid donde puede informarse sobre la ciudad y realizar múltiples gestiones   (consulte gestiones que puede realizar ) , de forma cómoda y rápida. La red de oficinas de atención al ciudadano de Línea Madrid (26 oficinas repartidas por todos los distritos) mantiene un nivel de calidad de 500+  EFQM .  Cada Oficina de Atención al Ciudadano dispone de una oficina de registro. En información relacionada se indican los documentos que no pueden presentarse por registro del Ayuntamiento de Madrid.  Para su comodidad y evitarle esperas innecesarias hay una serie de gestiones, que por su extensión, se realizan con  cita previa . ; Laborables de lunes a jueves de 8:30 a 17 horas.  Viernes laborables y mes de agosto (de lunes a viernes) de 8:30 a 14 horas.  Este registro da servicio además aLos sábados se mantiene abierta la  Oficina Central de Atención al Ciudadano  para registro de entrada de documentos. ; Instalación accesible para personas con discapacidad.    Horario de atención en otros idiomas:  de 9 a 14 horas, se atiende también inglés y francés.    Horario de atención en lengua de signos:  de 9 a 17 horas   Zona wifi  ; Metro: Velázquez (línea 4), Serrano (línea 4)  Bus: 1 , 9 , 19 , 21 , 51 , 53 , 74 , 89 ;  Consulte las oficinas de Línea Madrid  ;1;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c3ae8aa6bd91f010VgnVCM1000000b205a0aRCRD;VELAZQUEZ;CALLE;V;52;;;;;MADRID;MADRID;28001;RECOLETOS;SALAMANCA;442109;4475620;4.042.732.326.877.900;-3.683.768.008.487.210;;;;/contenido/entidadesYorganismos/AyuntamientoMadrid/OficinasMunicipalesRegistro; 
183637;Oficina de Atención al Ciudadano. Línea Madrid. Distrito de San Blas; Es una oficina del Ayuntamiento de Madrid donde puede informarse sobre la ciudad y realizar múltiples gestiones   (consulte gestiones que puede realizar ) , de forma cómoda y rápida. La red de oficinas de atención al ciudadano de Línea Madrid (26 oficinas repartidas por todos los distritos) mantiene un nivel de calidad de 500+  EFQM .  Cada Oficina de Atención al Ciudadano dispone de una oficina de registro. En información relacionada se indican los documentos que no pueden presentarse por registro del Ayuntamiento de Madrid.  Para su comodidad y evitarle esperas innecesarias hay una serie de gestiones, que por su extensión, se realizan con  cita previa . ; Laborables de lunes a jueves de 8:30 a 17 horas.  Viernes laborables y mes de agosto (de lunes a viernes) de 8:30 a 14 horas.  Cerrado los sábados y los días 24 y 31 de diciembre.  Este registro da servicio además aLos sábados se mantiene abierta la  Oficina Central de Atención al Ciudadano  para registro de entrada de documentos. ; Instalación accesible para personas con discapacidad.    Horario de atención en otros idiomas:  de 9 a 14 horas, se atiende también inglés, francés y rumano.   Horario de atención en lengua de signos:  de 9 a 17 horas.   Zona wifi  ; Metro: Las Musas  Bus: 38 , 48 ,140 ;  Consulte las oficinas de Línea Madrid  ;1;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e2fe8aa6bd91f010VgnVCM1000000b205a0aRCRD;ARCENTALES;AVENIDA;V;28;;;;;MADRID;MADRID;28022;ROSAS;SAN BLAS-CANILLEJAS;448404;4476368;40.434.476.793.953.100;-36.096.219.543.135.800;;;;/contenido/entidadesYorganismos/AyuntamientoMadrid/OficinasMunicipalesRegistro; 
